filename,start,end,content,techniques,persuasion_strategies,Attack_on_Reputation,Justification,Distraction,Simplification,Call,Manipulative_Wording
20240216_URW_BG_89.txt,2361,2371,Така ли е?,['Conversation_Killer'],['Call'],False,False,False,False,True,False
20240301_SHG_BG_58.txt,1372,1586,"Мисля, че това е, на което трябва да се отговаря периодично от страна на правителството, за да няма спекулации в обществото, за да не излизат разни хора да правят някакви акции и да обясняват как сме залети с хора.",['Obfuscation-Vagueness-Confusion'],['Manipulative_Wording'],False,False,False,False,False,True
20240704_URW_BG_28.txt,6568,6818,"Трето, подкрепата за мерките в съюзен формат за увеличаване на отбранителния и индустриалния капацитет, както и за инструментите за дългосрочно и многонационално придобиване на способности, свързани с отбранителните планове и целите за способностите.",[],[],False,False,False,False,False,False
20240704_URW_BG_26.txt,4180,4235,"ПРЕДСЕДАТЕЛ РАЯ НАЗАРЯН: Благодаря Ви, господин Гаджев.",[],[],False,False,False,False,False,False
20231208_URW_BG_76.txt,4199,4254,"Така че тук в залата еничари, господин Професоре, няма.",['Name_Calling-Labeling'],['Attack_on_Reputation'],True,False,False,False,False,False
20240216_URW_BG_89.txt,4765,4843,"ИВАН ЧЕНЧЕВ: Цялата подготовка, ще питам и ще Ви уведомя, господин Костадинов.",[],[],False,False,False,False,False,False
20231124_IHC_BG_35.txt,3927,3989,Наблюдава се отново двоен стандарт в международните отношения.,['Appeal_to_Hypocrisy'],['Attack_on_Reputation'],True,False,False,False,False,False
20240726_EUZ_BG_52.txt,3330,3407,"ЙОРДАН ИВАНОВ (ПП-ДБ): Госпожо Председател, госпожо Министър, дами и господа!",[],[],False,False,False,False,False,False
20240327_EUZ_BG_96.txt,7196,7486,"Негативният пример е в Гърция, където статистическите данни за макроикономическите показатели бяха манипулирани много сериозно преди приемането в еврозоната и това доведе до криза, която сериозно разклати Европейския съюз, но още по-лошо се отрази на гръцката икономика и на гръцките хора.",[],[],False,False,False,False,False,False
20240904_EUZ_BG_45.txt,486,772,"Вие дори сте в някакви големи вътрешни противоречия от ВЪЗРАЖДАНЕ – тук, като се изказват Ваши колеги, казват, че един от проблемите на еврото е, че падат лихвите и могат да се взимат много кредити – това казват едни колеги, а после излиза Цончо Ганев и казва: ама те не падат лихвите.",['Appeal_to_Hypocrisy'],['Attack_on_Reputation'],True,False,False,False,False,False
20240301_SHG_BG_56.txt,3158,3209,"Напомням, че вчера тук беше директорът на Фронтекс.",[],[],False,False,False,False,False,False
20240405_IHC_BG_34.txt,3168,3313,Днес западната международна общност продължава да подминава с лекота ситуацията и на практика поощрява Тел Авив да действа както намери за добре.,"['Causal_Oversimplification', 'Questioning_the_Reputation']","['Attack_on_Reputation', 'Simplification']",True,False,False,True,False,False
20240904_EUZ_BG_40.txt,6597,6611,Какво ще каже?,[],[],False,False,False,False,False,False
20240327_EUZ_BG_97.txt,0,69,"КОСТАДИН КОСТАДИНОВ (ВЪЗРАЖДАНЕ): Благодаря Ви, госпожо Председател.",[],[],False,False,False,False,False,False
20240704_URW_BG_29.txt,4759,5015,"България последователно отстоява и позицията, че финансовият ангажимент в подкрепа на механизма следва да бъде основан на справедливо разпределение на тежестта между съюзниците, както и на обективна оценка на финансовия еквивалент на приноса в способности.",[],[],False,False,False,False,False,False
20231208_URW_BG_78.txt,2479,2582,"Още веднъж напомням, че Украйна не членува в НАТО, нито в някакъв военен съюз, в който членуваме и ние.",[],[],False,False,False,False,False,False
20240216_URW_BG_88.txt,4890,5038,"КОСТАДИН КОСТАДИНОВ (ВЪЗРАЖДАНЕ): Господин Иванов, както много добре знаете, има огромно значение всяко нещо, което се приема от Народното събрание.",[],[],False,False,False,False,False,False
20231208_URW_BG_74.txt,3219,3483,Точка 6 – тя е особено смешна – Министерството на отбраната да предприеме необходимите действия за присъединяване и принос съобразно възможностите ни към коалицията от държави за изграждане на способности на Военновъздушните сили на Украйна за използване на F-16.,"['Loaded_Language', 'Repetition']",['Manipulative_Wording'],False,False,False,False,False,True
20240216_URW_BG_95.txt,3076,3226,"Защото няма как отбранителен пакт да участва във военни действия с цялата си мощ, освен с оръжие, включително и България, освен с логистична подкрепа.",[],[],False,False,False,False,False,False
20240229_URW_BG_69.txt,3019,3079,Това радва ли Ви? (Шум и реплики от ПП-ДБ: „Защото си нелеп!,"['Name_Calling-Labeling', 'Doubt']",['Attack_on_Reputation'],True,False,False,False,False,False
trail_raw_BG_7.txt,281,432,"Толкова млади хора на площада бяха всеки ден в продължение на не знам колко, на една година почти, с идеята наистина за промяна и за промяна на модела.",['Appeal_to_Popularity'],['Justification'],False,True,False,False,False,False
20240216_URW_BG_90.txt,4844,5168,"Все пак да кажем, че Българската социалистическа партия подкрепя усилията на правителството и на парламента за членство на България в Организацията за икономическо сътрудничество и развитие и досега винаги е поддържала тезата, че подкрепяме хуманитарната помощ за населението на Украйна, което безспорно страда в тази война.",['Appeal_to_Values'],['Justification'],False,True,False,False,False,False
trail_raw_BG_13.txt,4441,4456,"Медии, бухалки.","['Loaded_Language', 'Questioning_the_Reputation']","['Attack_on_Reputation', 'Manipulative_Wording']",True,False,False,False,False,True
20240726_EUZ_BG_50.txt,3776,3787,Вярно ли е?,['Appeal_to_Hypocrisy'],['Attack_on_Reputation'],True,False,False,False,False,False
20240301_SHG_BG_59.txt,6094,6317,"Уважаеми господин Министър, нещо, което ми възниква като въпрос в хода на тази дискусия и на пръв поглед може да не е съвсем по темата, но според мен е много по темата, включително и с това, което господин Ченчев каза сега.",[],[],False,False,False,False,False,False
20240405_IHC_BG_34.txt,448,575,"Тези победи и помощта, оказана от западните партньори, окриляха израелското общество да бъде уверено и сигурно в развитието си.",['Flag_Waving'],['Justification'],False,True,False,False,False,False
20240430_GW_BG_38.txt,4661,4701,"Уважаеми колеги, благодаря за репликите.",[],[],False,False,False,False,False,False
20240327_EUZ_BG_97.txt,5510,5574,"Затова Гърция беше взета, въпреки че не отговаряше на условията.",['Causal_Oversimplification'],['Simplification'],False,False,False,True,False,False
20240329_URW_BG_80.txt,2014,2313,"За целия период по предприсъединяването и по времето на членството си така наречените партньори, така наречените съюзници разглеждаха България по един начин – не като равноправен участник в своя блок, а третирайки я винаги като победена държава от противостоящия блок от времето на Студената война.",['Name_Calling-Labeling'],['Attack_on_Reputation'],True,False,False,False,False,False
20240807_EUZ_BG_48.txt,2596,2698,Така тежестта на нашия глас в еврозоната ще бъде едва два пъти по-малък от този на водещите икономики.,[],[],False,False,False,False,False,False
20240405_IHC_BG_34.txt,4714,4846,Да спрем с лицемерното премълчаване на грозните истини заради угодничеството пред евентуални произраелски мощни икономически лобита.,"['Loaded_Language', 'Obfuscation-Vagueness-Confusion', 'Questioning_the_Reputation']","['Attack_on_Reputation', 'Manipulative_Wording']",True,False,False,False,False,True
20240327_EUZ_BG_98.txt,7281,7370,Преди няколко дни публикуваха къде се намираме ние по така наречения покупателен паритет.,[],[],False,False,False,False,False,False
20240301_SHG_BG_58.txt,0,181,"ЦОНЧО ГАНЕВ (ВЪЗРАЖДАНЕ): Господин Министър, днес на блицконтрол от групата на ВЪЗРАЖДАНЕ попитахме лицето Денков за конкретни данни, свързани с хората, които са върнати в България.",[],[],False,False,False,False,False,False
20240726_EUZ_BG_51.txt,1790,1827,"Добре, на Хърватия е пораснал – окей.",[],[],False,False,False,False,False,False
20240704_URW_BG_24.txt,1764,1798,Много силно се чува как се смеете.,[],[],False,False,False,False,False,False
20240726_EUZ_BG_54.txt,3019,3040,Там няма общо валута.,['Appeal_to_Authority'],['Justification'],False,True,False,False,False,False
20240704_URW_BG_30.txt,4010,4085,"Затова им даваме думата те да кажат каква е информацията, която ще излагат.",[],[],False,False,False,False,False,False
20240627_EUZ_BG_63.txt,1170,1327,"Реалността се оказа обаче по-силна от непознаването на методиката и правилата на ЕЦБ и Европейската комисия, за което от ВЪЗРАЖДАНЕ предупреждавахме отдавна.",[],[],False,False,False,False,False,False
20240904_EUZ_BG_43.txt,8698,8754,Не са виновни ВЪЗРАЖДАНЕ. (Ръкопляскания от ВЪЗРАЖДАНЕ.),[],[],False,False,False,False,False,False
20240405_IHC_BG_34.txt,4170,4432,"ИВАЙЛО ЧОРБОВ: Мълчанието пред очевадните истини и пред човешките трагедии на мирните граждани само заради задкулисните дипломации, в случая в полза на Израел, обезсмисля всякакво международно право и води до религиозен фанатизъм дори в международните отношения.","['Consequential_Oversimplification', 'Exaggeration-Minimisation', 'Loaded_Language']","['Simplification', 'Manipulative_Wording']",False,False,False,True,False,True
20240216_URW_BG_90.txt,1832,1847,Популизъм било.,['Appeal_to_Hypocrisy'],['Attack_on_Reputation'],True,False,False,False,False,False
20240417_URW_BG_79.txt,2683,2912,"Това, което е записано и което излезе по медиите – не по всички, разбира се, защото в България има огромна медийна цензура и деветдесет и повече процента от медиите са напълно контролирани от американското посолство, е следното:","['Exaggeration-Minimisation', 'Obfuscation-Vagueness-Confusion', 'Questioning_the_Reputation']","['Attack_on_Reputation', 'Manipulative_Wording']",True,False,False,False,False,True
20240228_URW_BG_85.txt,7226,7254,Не от тук – хората в залата.,[],[],False,False,False,False,False,False
20240726_EUZ_BG_56.txt,817,984,"Към оня случай нямаше нито анализ от Министерството на финансите, което оглавяваше този същият, танцуващият под кръста, нямаше от БНБ, нямаше оценка на въздействието.","['Questioning_the_Reputation', 'Name_Calling-Labeling']",['Attack_on_Reputation'],True,False,False,False,False,False
20231208_URW_BG_75.txt,5213,5278,Новите еничари подлагат Република България на изключителен риск.,"['Loaded_Language', 'Name_Calling-Labeling', 'Appeal_to_Fear-Prejudice']","['Attack_on_Reputation', 'Justification', 'Manipulative_Wording']",True,True,False,False,False,True
20240704_URW_BG_20.txt,5405,5561,"ДАРИН ГЕОРГИЕВ: Това, което обещавахме на нашите избиратели, беше да прекратим всякакви правни възможности за въвличане на България в активна фаза на война.",[],[],False,False,False,False,False,False
20240229_URW_BG_69.txt,5787,6077,"Как да Ви вярваме, господин усмихнат Министър на отбраната и господин Премиер, когато Вие така се оплитате в лъжи и толкова витиевато отговаряте на нашите въпроси, че ни давате всички основания да смятаме, че наистина нещата, в които ни уверявате от тази трибуна, просто няма да се случат?!","['Loaded_Language', 'Questioning_the_Reputation', 'Name_Calling-Labeling']","['Attack_on_Reputation', 'Manipulative_Wording']",True,False,False,False,False,True
20240327_EUZ_BG_98.txt,4958,5030,"Вие няма да отговаряте, просто правя корекция заради грешката в името.",[],[],False,False,False,False,False,False
trail_raw_BG_13.txt,4534,4598,Тогава обявихте ами и те са руски агенти. „Бърд“ – руски агенти.,"['Questioning_the_Reputation', 'Name_Calling-Labeling']",['Attack_on_Reputation'],True,False,False,False,False,False
20240726_EUZ_BG_51.txt,4801,4830,България има малка икономика.,['Red_Herring'],['Distraction'],False,False,True,False,False,False
20240704_URW_BG_29.txt,534,550,Иначе по темата.,[],[],False,False,False,False,False,False
20240904_EUZ_BG_42.txt,2360,2394,Спазиха цялата законова процедура.,[],[],False,False,False,False,False,False
20240726_EUZ_BG_54.txt,6315,6408,"Във всеки един момент ние можем да направим нещо подобно, защото това е суверенно наше право.",['Appeal_to_Values'],['Justification'],False,True,False,False,False,False
20240904_EUZ_BG_41.txt,0,254,"КАЛОЯН МЕТОДИЕВ: Всичко, което се случва в държавата през тези 27 години, в едни от най-важните събития в живота на всяко семейство и на всеки човек – продажбата на имоти, на коли, банковите влогове (реплики от ВЪЗРАЖДАНЕ), в голямата си част са в евро.",[],[],False,False,False,False,False,False
20240704_URW_BG_30.txt,6123,6250,"Правя цялото това изложение с абсолютната добронамереност да стане истинска дискусия, защото документът не е толкова стресиращ.",[],[],False,False,False,False,False,False
20240904_EUZ_BG_41.txt,1924,2017,"КАЛОЯН МЕТОДИЕВ (на пътеката, между банките): Костадинов, ако още един път ми кажеш „льольо“…",['Name_Calling-Labeling'],['Attack_on_Reputation'],True,False,False,False,False,False
20240704_URW_BG_22.txt,303,418,"ИВАН ИВАНОВ: Госпожо Назарян, очевидно отивате на избори, защото вчера не можахте да сформирате кабинет – истината.","['Conversation_Killer', 'Causal_Oversimplification']","['Simplification', 'Call']",False,False,False,True,True,False
20240704_URW_BG_23.txt,7024,7177,"За съжаление, провокативни и изцяло неверни изявления за – цитирам: „изпращане на наши войници да се бият в Украйна“, бяха направени от отделни политици.","['Loaded_Language', 'Name_Calling-Labeling', 'Doubt']","['Attack_on_Reputation', 'Manipulative_Wording']",True,False,False,False,False,True
20240704_URW_BG_28.txt,1085,1150,Те могат да бъдат изпратени от делегацията на Република България.,[],[],False,False,False,False,False,False
20240726_EUZ_BG_51.txt,1983,2076,"Може ли тогава да се каже глупостта, че тъй като са в еврозоната, икономиките им се забавят?!","['False_Equivalence', 'Causal_Oversimplification']",['Simplification'],False,False,False,True,False,False
20240228_URW_BG_86.txt,2987,3100,ЙОРДАН ЦОНЕВ: Така че ние от ДПС продължаваме и ще продължаваме неотклонно да следваме евро-атлантическата линия.,"['Loaded_Language', 'Appeal_to_Values']","['Justification', 'Manipulative_Wording']",False,True,False,False,False,True
20240704_URW_BG_25.txt,2444,2555,"Това, че е служебен министър-председател, не го спира, включително и вчера, да освобождава областни управители.",['Whataboutism'],['Distraction'],False,False,True,False,False,False
20231208_URW_BG_76.txt,6956,7070,"Но аз ще Ви кажа след малко какво ще се повтори и накрая, защото то, като си тръгне повторението, си върви докрай!",['Conversation_Killer'],['Call'],False,False,False,False,True,False
20231208_URW_BG_78.txt,5673,5712,"Така хубаво го опазиха, че си тръгнаха.",['Red_Herring'],['Distraction'],False,False,True,False,False,False
20231208_URW_BG_74.txt,2899,3006,"В момента ни предлагат да подпишем един абсолютно празен чек, в който няма нито стойности, нито количества.",[],[],False,False,False,False,False,False
20240216_URW_BG_92.txt,4898,5096,"И Вие казахте, че това било българско Народно събрание, не е точно българско Народно събрание – от много, много време насам това нещо е по-скоро украинска Рада, отколкото българско Народно събрание.","['Questioning_the_Reputation', 'Name_Calling-Labeling']",['Attack_on_Reputation'],True,False,False,False,False,False
20231208_URW_BG_75.txt,4516,4655,"След съсипването на Военновъздушните сили на Република България сега новите еничари отнемат на България и ПВО, защото то ще бъде изнесено.","['Exaggeration-Minimisation', 'Questioning_the_Reputation', 'Name_Calling-Labeling']","['Attack_on_Reputation', 'Manipulative_Wording']",True,False,False,False,False,True
20240228_URW_BG_85.txt,5467,5650,"Вчера също – нови осемдесет човека – почти всички от тях осъждани рецидивисти, престъпници с многократни криминални деяния и регистрации, изнасилвачи, убийци, сводници, наркопласьори.","['Whataboutism', 'Appeal_to_Fear-Prejudice']","['Justification', 'Distraction']",False,True,True,False,False,False
20240704_URW_BG_28.txt,3721,3967,"Министърът на отбраната на Украйна господин Умеров представи актуална информация за агресивната война на Русия срещу Украйна, най-спешните потребности на страната, както и напредъка по отношение на реформите в областта на сигурността и отбраната.",[],[],False,False,False,False,False,False
20240801_GW_BG_37.txt,6165,6237,"Гласували 142 народни представители: за 106, против 29, въздържали се 7.",[],[],False,False,False,False,False,False
20240627_EUZ_BG_64.txt,4311,4412,"Само тогава и в никакъв друг случай, ако се работи наистина последователно и методично в тази посока.",['False_Dilemma-No_Choice'],['Simplification'],False,False,False,True,False,False
20240229_URW_BG_69.txt,3139,3250,"Това, което в момента се случва тук, уважаеми сънародници, е, че тези хора лъжат, защото истината е в следното.",['Appeal_to_Hypocrisy'],['Attack_on_Reputation'],True,False,False,False,False,False
20231208_URW_BG_73.txt,6132,6150,На следващо място.,[],[],False,False,False,False,False,False
20240704_URW_BG_24.txt,1658,1763,"Господин Министър, заповядайте да отговорите. (Шум и реплики.) Мога ли да помоля залата за малко тишина!",[],[],False,False,False,False,False,False
20240327_EUZ_BG_96.txt,1650,1974,"То е и пореден наш опит за преодоляване на наложените в страната информационни и медийни ограничения и постоянното блокиране на критичния публичен дискурс по темата за еврозоната – тема, която е от кардинално значение за всеки български гражданин и за българската икономика, и за бъдещето на България като суверенна държава.","['Flag_Waving', 'Questioning_the_Reputation']","['Attack_on_Reputation', 'Justification']",True,True,False,False,False,False
20240904_EUZ_BG_47.txt,6892,6949,Участие в днешното изслушване ще вземе господин Самандов.,[],[],False,False,False,False,False,False
20240112_SHG_BG_60.txt,5931,6120,"Вие много добре знаете, че България до момента не прилагаше Дъблинския регламент, защото, ако го прилагахме този Дъблински регламент, държавата ни отдавна щеше да се е напълнила с мигранти.",['Consequential_Oversimplification'],['Simplification'],False,False,False,True,False,False
20240726_EUZ_BG_55.txt,6139,6146,Колеги!,[],[],False,False,False,False,False,False
20240726_EUZ_BG_52.txt,6100,6188,Благодаря на всички. (Подвиквания от ВЪЗРАЖДАНЕ към народния представител Манол Пейков.),[],[],False,False,False,False,False,False
20240904_EUZ_BG_40.txt,5344,5352,В какво?,[],[],False,False,False,False,False,False
20240704_URW_BG_25.txt,5483,5555,"Гласували 176 народни представители: за 96, против 28, въздържали се 52.",[],[],False,False,False,False,False,False
20240327_EUZ_BG_96.txt,1976,2241,"Двата големи проблема, които ние от ВЪЗРАЖДАНЕ поставихме пред Паскал Донахю, бяха следните: първо, относно опитите за пригаждане на макроикономическата статистика с цел имитация на изпълнение на Маастрихтските критерии за присъединяване на България към еврозоната.",[],[],False,False,False,False,False,False
20240704_URW_BG_29.txt,84,209,"СЛУЖЕБЕН МИНИСТЪР-ПРЕДСЕДАТЕЛ ДИМИТЪР ГЛАВЧЕВ: Уважаема госпожо Председател, господа заместник-председатели, уважаеми колеги!",[],[],False,False,False,False,False,False
20231208_URW_BG_78.txt,2033,2068,"А, господин Първанов, беше записан.",[],[],False,False,False,False,False,False
20240704_URW_BG_23.txt,299,757,"Коментирахме я преди малко и на закритото заседание, тъй като светът не е същият от февруари месец 2022 г., и ако някой не си дава сметка, че голяма част от процесите, да не кажа почти всички процеси, които се случват в Европа, в света, в България, са зависими от този военен конфликт, който отдавна излезе извън пределите единствено и само на специалната военна операция и касае вече всички измерения на живота в света – политически, икономически, военни...",[],[],False,False,False,False,False,False
20231208_URW_BG_71.txt,1689,1985,"Когато говорих със щаба, който се справи успешно с кризисната ситуация, стана въпрос дали биха имали нужда и дали ако имаха един подобен високопроходим четириосен автомобил, каквито са БТР-60ПБ, каквито пращаме, както и много други, военна техника над 100 единици, специализирана, те казаха: „Да.",[],[],False,False,False,False,False,False
20240321_URW_BG_84.txt,6476,6505,Заповядайте. (Шум и реплики.),[],[],False,False,False,False,False,False
20231208_URW_BG_76.txt,2600,2640,"Уважаеми сънародници, и тук нямаме срок!",['Repetition'],['Manipulative_Wording'],False,False,False,False,False,True
20240726_EUZ_BG_51.txt,2163,2252,"Едно и също е, защото там еврото им влияе лошо на тези държави по тази извратена логика.",['False_Equivalence'],['Simplification'],False,False,False,True,False,False
20240321_URW_BG_84.txt,4563,4631,"БОРИСЛАВ ГУЦАНОВ (БСП за България, от място): Това ще стане модерно.",[],[],False,False,False,False,False,False
20240904_EUZ_BG_44.txt,1198,1306,"МАРТИН ДИМИТРОВ: …там, където е възприета еврозоната, са подкрепили еврото, тоест те са видели своите ползи.",[],[],False,False,False,False,False,False
20240301_SHG_BG_58.txt,1666,1819,"Наш депутат е видял на летището как се свалят хора с белезници, затова много Ви моля конкретно с цифри да отговорите: към днешна дата каква е ситуацията?",['Obfuscation-Vagueness-Confusion'],['Manipulative_Wording'],False,False,False,False,False,True
20231208_URW_BG_75.txt,5280,5340,"Така че не е непредизвикана агресията, убити са хиляди хора.",['Appeal_to_Pity'],['Distraction'],False,False,True,False,False,False
20240704_URW_BG_21.txt,3370,3466,"Тоест, ако ние постоянно говорим за конфликта, няма как да не обвържем военната професия с него.",['Consequential_Oversimplification'],['Simplification'],False,False,False,True,False,False
20240417_URW_BG_79.txt,8603,8734,"Нека да видим къде ще излезе тази информация, защото се съмняваме, че ще се появи на много места точно поради тази медийна цензура.",['Doubt'],['Attack_on_Reputation'],True,False,False,False,False,False
20240229_URW_BG_67.txt,6908,6970,Темата е сериозна и не се подигравайте с българските граждани.,['Questioning_the_Reputation'],['Attack_on_Reputation'],True,False,False,False,False,False
20240918_IHC_BG_36.txt,6013,6149,"ПРЕДСЕДАТЕЛ РАЯ НАЗАРЯН: Господин Костадинов, Вашата декларация се превърна в процедура по начина на водене някак си – директно към мен.",['Straw_Man'],['Distraction'],False,False,True,False,False,False
20240726_EUZ_BG_54.txt,4031,4185,"Ще имаме право на 0,4 гласа – не на един глас, а на 0,4, което означава, че ако имаме 10 гласувания, нашият представител в ЕЦБ ще участва в четири от тях.",[],[],False,False,False,False,False,False
20240216_URW_BG_91.txt,2101,2247,"И може ли това да става практика на Народното събрание – сутрин да идваме и да виждаме точка за НАТО, точка на Украйна, точка за даване на оръжия?",['Doubt'],['Attack_on_Reputation'],True,False,False,False,False,False
20240321_URW_BG_84.txt,6687,6740,ПРЕДСЕДАТЕЛ РОСИЦА КИРОВА: Това го чувам сега от Вас.,[],[],False,False,False,False,False,False
20231208_URW_BG_74.txt,1440,1657,"в Деловодството на Народното събрание, в 14,30 ч. имаше представители на Министерството, които вече яростно защитаваха точка по точка, и твърдяха, че няма никакъв проблем с това да се даде всичко, което е описано тук.",['Exaggeration-Minimisation'],['Manipulative_Wording'],False,False,False,False,False,True
20240704_URW_BG_25.txt,1179,1237,"РАДОСЛАВ РИБАРСКИ (ПП-ДБ): Благодаря, госпожо Председател.",[],[],False,False,False,False,False,False
20240327_EUZ_BG_96.txt,799,1099,"Посещението на господин Паскал Донахю беше обявено публично в последния момент, без подробности за програмата, а всички срещи и контакти на председателя на Еврогрупата, в това число и тези с медиите, бяха предварително дирижирани и останаха силно контролирани по време на целия му престой в България.",['Doubt'],['Attack_on_Reputation'],True,False,False,False,False,False
20240216_URW_BG_92.txt,3659,3862,"Защото тук ще има народни представители, но ще има и представители на други народи, което означава, че това поставя под съмнение самото функциониране на българската държава като българска и като държава.",['Consequential_Oversimplification'],['Simplification'],False,False,False,True,False,False
20240726_EUZ_BG_53.txt,4197,4271,"Не може и не бива да се приемат решения, които са против българския народ!","['Flag_Waving', 'Slogans']","['Justification', 'Call']",False,True,False,False,True,False
20240229_URW_BG_67.txt,4000,4021,Дойде ли този момент?,['Appeal_to_Hypocrisy'],['Attack_on_Reputation'],True,False,False,False,False,False
20240726_EUZ_BG_56.txt,7053,7148,"Така започна една криза в Гърция – катастрофална криза, бих казал, която продължава и до днес.","['Causal_Oversimplification', 'Loaded_Language', 'Whataboutism']","['Distraction', 'Simplification', 'Manipulative_Wording']",False,False,True,True,False,True
20240301_SHG_BG_57.txt,2619,2757,"Аз съм ги събрала, за да може България като предвидим и надежден партньор много ясно да споделя със своите партньори какво смята да прави.",['Flag_Waving'],['Justification'],False,True,False,False,False,False
trail_raw_BG_13.txt,3995,4004,Напротив.,['Conversation_Killer'],['Call'],False,False,False,False,True,False
20240704_URW_BG_24.txt,2093,2374,"Повече ме безпокои не влиянието на тези, така да се каже, фалшиви новини върху въоръжените ни сили, колкото върху обществеността, което, да, господин Гаджев, силно засяга желанието на гражданите да се присъединят към въоръжените ни сили, да наберем необходимото количество войници.",['Name_Calling-Labeling'],['Attack_on_Reputation'],True,False,False,False,False,False
20240726_EUZ_BG_56.txt,6707,6868,"Но някак си много удобно се пропуска друг пример, който дори е много по-близък до България, защото става въпрос все пак за Гърция – страна, която е наша съседка.","['Appeal_to_Hypocrisy', 'Whataboutism']","['Attack_on_Reputation', 'Distraction']",True,False,True,False,False,False
20240627_EUZ_BG_64.txt,3030,3210,"И тук вече не става въпрос, това е много обширен доклад – някак си се говори, доста се изопачават нещата, тук не става въпрос просто за един инфлационен индекс, който не покриваме.",[],[],False,False,False,False,False,False
20240704_URW_BG_22.txt,3186,3216,Започнаха да се ширят слухове.,[],[],False,False,False,False,False,False
20240726_EUZ_BG_55.txt,4944,4993,Тяхното ЕГН и размерът на обменената от тях сума.,['Consequential_Oversimplification'],['Simplification'],False,False,False,True,False,False
20240726_EUZ_BG_55.txt,4994,5039,"Разбира се, от банката ще бъде предаден къде?",['Consequential_Oversimplification'],['Simplification'],False,False,False,True,False,False
20240904_EUZ_BG_45.txt,5555,5683,"В топ 17 има само три европейски държави, забележете кои са – това са Чехия, Унгария и Швеция, тоест няма държава от еврозоната.",['Doubt'],['Attack_on_Reputation'],True,False,False,False,False,False
20240216_URW_BG_88.txt,5132,5186,"Ако погледнете, зад мен и срещу Вас стоят две знамена.",[],[],False,False,False,False,False,False
20240321_URW_BG_83.txt,5197,5229,"РЕПЛИКА ОТ ВЪЗРАЖДАНЕ: Има, има.",[],[],False,False,False,False,False,False
20240704_URW_BG_22.txt,5357,5418,"ПРЕДСЕДАТЕЛ РАЯ НАЗАРЯН: И аз Ви благодаря, господин Тодоров.",[],[],False,False,False,False,False,False
20240904_EUZ_BG_42.txt,646,846,"Червено-синята мъгла, в чието разбиване участваха серия от партии, работи за приемането на България и в Европейския съюз, и в НАТО, и в еврозоната, и в стабилизирана партийна система с някакви стъпки.",['Obfuscation-Vagueness-Confusion'],['Manipulative_Wording'],False,False,False,False,False,True
20240904_EUZ_BG_40.txt,6960,7044,Но въпреки това нека българският народ да се произнесе „за“ еврозоната или „против“.,"['Appeal_to_Hypocrisy', 'Appeal_to_Popularity']","['Attack_on_Reputation', 'Justification']",True,True,False,False,False,False
20240704_URW_BG_22.txt,6266,6412,"Да, ние имаме анализи и сме готови при избор на министър на отбраната с политическа функция и подкрепа да въведем някаква задължителна подготовка.",[],[],False,False,False,False,False,False
20231124_IHC_BG_35.txt,349,451,"Има около 100 резолюции на ООН, които са за това да се създадат две държави – Израелска и Палестинска.",[],[],False,False,False,False,False,False
20240321_URW_BG_83.txt,4742,4858,"АНТОАНЕТА ЦОНЕВА: Казах, че се отнасям със съчувствие към състоянието Ви, но няма как това да ми пречи да продължа.","['Obfuscation-Vagueness-Confusion', 'Questioning_the_Reputation']","['Attack_on_Reputation', 'Manipulative_Wording']",True,False,False,False,False,True
20240229_URW_BG_68.txt,4465,4504,И нашият въпрос е към господин Тагарев.,[],[],False,False,False,False,False,False
20240301_SHG_BG_57.txt,2508,2618,"Не съм се срещнала с посланиците, за да имам каквато и да било реакция от тяхна страна, която аз да изслушвам.",[],[],False,False,False,False,False,False
20240904_EUZ_BG_43.txt,6838,6961,"Сега обаче се оказва, че той е против референдумите и не иска по БНТ и по БНР това да бъде показано, защото гласува против.",['Appeal_to_Hypocrisy'],['Attack_on_Reputation'],True,False,False,False,False,False
20240321_URW_BG_84.txt,3829,3869,Бъркате думата цензурирам с изобличавам.,['Obfuscation-Vagueness-Confusion'],['Manipulative_Wording'],False,False,False,False,False,True
20240704_URW_BG_24.txt,7142,7179,"Първо, да уточним за какво се отнася.",[],[],False,False,False,False,False,False
20240726_EUZ_BG_54.txt,3734,3756,Не е българска валута!,['Conversation_Killer'],['Call'],False,False,False,False,True,False
20240321_URW_BG_82.txt,4245,4305,"НАСТИМИР АНАНИЕВ (ПП-ДБ, от място): Кажи как гласува за БНТ?",['Doubt'],['Attack_on_Reputation'],True,False,False,False,False,False
20231208_URW_BG_71.txt,503,625,"Отделен е и въпросът, че това, което правим, пращайки оръжие, всъщност това оръжие ще убива хора и в него ще загиват хора.","['Doubt', 'Repetition']","['Attack_on_Reputation', 'Manipulative_Wording']",True,False,False,False,False,True
20240704_URW_BG_26.txt,1366,1409,ПРЕДСЕДАТЕЛ РАЯ НАЗАРЯН: И аз Ви благодаря.,[],[],False,False,False,False,False,False
20240904_EUZ_BG_43.txt,3515,3649,"ЯВОР БОЖАНКОВ: Един голям бонус, който българската икономика ще получи, е този един милиард от превалутиране, който губим цяла година.",[],[],False,False,False,False,False,False
20240301_SHG_BG_58.txt,4801,4854,"ПРЕДСЕДАТЕЛ РОСИЦА КИРОВА: Благодаря, господин Ганев.",[],[],False,False,False,False,False,False
